subject,trial,native_language,word,class,frequency,length,correct,RT,
W1,69,English,beetroot,plant,3.555348,8,correct,683.0000959,
W1,71,English,woodpecker,animal,2.890372,10,correct,581.9997394,
W1,74,English,almond,plant,4.204693,6,correct,568.999753,
W1,76,English,apple,plant,6.304449,5,correct,539.0002313,
W1,77,English,ant,animal,5.347108,3,correct,561.000053,
W1,78,English,moose,animal,2.70805,5,correct,470.0001435,
W1,79,English,kiwi,plant,3.044522,4,correct,483.0001673,
W1,82,English,cucumber,plant,4.454347,8,correct,565.9999557,
W1,83,English,blackberry,plant,4.060443,10,correct,466.9998797,
W1,84,English,beaver,animal,3.951244,6,correct,520.000098,
W1,85,English,mushroom,plant,5.537334,8,correct,484.0000451,
W1,86,English,eagle,animal,5.117994,5,correct,458.9999036,
W1,88,English,lettuce,plant,4.812184,7,correct,504.9997832,
W1,89,English,lion,animal,6.098074,4,correct,466.0001705,
W1,92,English,olive,plant,5.587249,5,correct,450.0001878,
W1,94,English,bunny,animal,3.332205,5,correct,486.0001828,
W1,97,English,cat,animal,7.086738,3,correct,494.0002385,
W1,98,English,gherkin,plant,2.079442,7,incorrect,632.9997328,
W1,99,English,wasp,animal,4.682131,4,correct,494.0002385,
W1,101,English,owl,animal,4.859812,3,correct,532.9997739,
W1,102,English,paprika,plant,2.484907,7,incorrect,556.9998664,
W1,103,English,whale,animal,5.298317,5,correct,513.9998636,
W1,105,English,goat,animal,6.228511,4,correct,429.0000348,
W1,106,English,peanut,plant,4.59512,6,correct,456.0000869,
W1,108,English,banana,plant,5.023881,6,correct,483.0001673,
W1,109,English,frog,animal,5.129899,4,correct,464.0002078,
W1,112,English,reindeer,animal,4.043051,8,correct,643.0001773,
W1,113,English,sheep,animal,6.577861,5,correct,421.9998675,
W1,120,English,fox,animal,5.652489,3,correct,671.9997712,
W1,121,English,apricot,plant,3.828641,7,correct,535.0001354,
W1,123,English,camel,animal,6.109248,5,correct,551.9999745,
W1,124,English,squid,animal,3.970292,5,correct,492.0001395,
W1,128,English,dolphin,animal,4.007333,7,correct,506.0001673,
W1,129,English,cherry,plant,4.997212,6,correct,652.0002856,
W1,130,English,vulture,animal,4.248495,7,correct,508.9999916,
W1,132,English,stork,animal,3.044522,5,incorrect,554.0001735,
W1,133,English,butterfly,animal,5.214936,9,correct,513.9998636,
W1,136,English,asparagus,plant,3.663562,9,correct,500.9999494,
W1,138,English,bee,animal,5.700444,3,correct,456.0000869,
W1,139,English,pear,plant,4.727388,4,correct,528.9997715,
W1,140,English,horse,animal,7.77191,5,correct,464.9998114,
W1,141,English,magpie,animal,2.995732,6,correct,498.9999522,
W1,142,English,snake,animal,6.120297,5,correct,486.9999401,
W1,143,English,gull,animal,4.418841,4,correct,500.9999494,
W1,145,English,mole,animal,4.60517,4,correct,469.0001086,
W1,147,English,squirrel,animal,4.70953,8,correct,517.9998745,
W1,148,English,goose,animal,5.267858,5,correct,504.9997832,
W1,149,English,dog,animal,7.667626,3,correct,492.9999142,
W1,151,English,potato,plant,6.461468,6,correct,510.0001399,
W1,153,English,shark,animal,5.880533,5,correct,460.9999802,
W1,160,English,lemon,plant,5.631212,5,correct,549.999847,
W1,163,English,mustard,plant,4.442651,7,correct,576.9998462,
W1,165,English,melon,plant,4.127134,5,correct,547.0001081,
W1,166,English,tomato,plant,5.545177,6,correct,506.9999982,
W1,167,English,spider,animal,4.844187,6,correct,527.9998502,
W1,168,English,blueberry,plant,2.484907,9,correct,517.0000649,
W1,172,English,clove,plant,3.663562,5,correct,634.0000289,
W1,173,English,crocodile,animal,4.615121,9,correct,513.9998636,
W1,176,English,eggplant,plant,1.791759,8,correct,528.9997715,
W1,180,English,carrot,plant,4.976734,6,correct,567.9997622,
W1,181,English,orange,plant,6.378426,6,correct,492.0001395,
W2,25,English,avocado,plant,3.433987,7,correct,753.9997225,
W2,28,English,blueberry,plant,2.484907,9,correct,683.0000959,
W2,31,English,squirrel,animal,4.70953,8,correct,611.9998271,
W2,33,English,mushroom,plant,5.537334,8,correct,602.9998814,
W2,34,English,woodpecker,animal,2.890372,10,correct,628.9998385,
W2,35,English,banana,plant,5.023881,6,correct,565.0001519,
W2,36,English,cat,animal,7.086738,3,correct,489.9998084,
W2,45,English,donkey,animal,5.541264,6,correct,651.0002329,
W2,47,English,potato,plant,6.461468,6,correct,1086.000542,
W2,48,English,blackberry,plant,4.060443,10,correct,719.9998474,
W2,51,English,owl,animal,4.859812,3,correct,664.999973,
W2,55,English,lemon,plant,5.631212,5,correct,599.0002407,
W2,57,English,kiwi,plant,3.044522,4,correct,900.000213,
W2,60,English,bat,animal,5.918894,3,correct,683.0000959,
W2,62,English,grape,plant,5.192957,5,correct,739.9998622,
W2,64,English,hedgehog,animal,3.637586,8,NA,NA,
W2,68,English,mole,animal,4.60517,4,correct,712.9997002,
W2,69,English,carrot,plant,4.976734,6,correct,663.9999007,
W2,74,English,ant,animal,5.347108,3,correct,623.9997701,
W2,75,English,fox,animal,5.652489,3,correct,686.9997992,
W2,76,English,mustard,plant,4.442651,7,correct,623.0002998,
W2,78,English,lettuce,plant,4.812184,7,correct,599.0002407,
W2,80,English,paprika,plant,2.484907,7,correct,729.0001954,
W2,83,English,cucumber,plant,4.454347,8,correct,718.9997428,
W2,85,English,sheep,animal,6.577861,5,correct,688.0001115,
W2,89,English,lion,animal,6.098074,4,correct,705.9998323,
W2,90,English,vulture,animal,4.248495,7,correct,888.9997906,
W2,95,English,radish,plant,3.044522,6,correct,912.0000091,
W2,98,English,crocodile,animal,4.615121,9,correct,923.9999338,
W2,99,English,snake,animal,6.120297,5,correct,602.9998814,
W2,101,English,strawberry,plant,4.75359,10,correct,807.0002677,
W2,102,English,goose,animal,5.267858,5,correct,574.9999765,
W2,107,English,frog,animal,5.129899,4,correct,670.0001927,
W2,111,English,eagle,animal,5.117994,5,correct,684.0000563,
W2,112,English,moose,animal,2.70805,5,correct,795.9998521,
W2,115,English,wasp,animal,4.682131,4,correct,1107.000074,
W2,118,English,bee,animal,5.700444,3,correct,545.0001119,
W2,119,English,squid,animal,3.970292,5,correct,620.9999491,
W2,121,English,asparagus,plant,3.663562,9,correct,848.9998418,
W2,122,English,melon,plant,4.127134,5,correct,688.0001115,
W2,123,English,gull,animal,4.418841,4,correct,616.0000225,
W2,124,English,clove,plant,3.663562,5,correct,563.9998582,
W2,125,English,tortoise,animal,4.624973,8,correct,767.0001524,
W2,126,English,horse,animal,7.77191,5,correct,662.000294,
W2,127,English,tomato,plant,5.545177,6,NA,NA,
W2,128,English,monkey,animal,5.783825,6,correct,487.9998019,
W2,129,English,dog,animal,7.667626,3,correct,539.0002313,
W2,130,English,swan,animal,4.962845,4,correct,472.9998162,
W2,131,English,pineapple,plant,3.988984,9,correct,573.9997725,
W2,132,English,eggplant,plant,1.791759,8,correct,531.9997397,
W2,135,English,orange,plant,6.378426,6,correct,510.0001399,
W2,137,English,peanut,plant,4.59512,6,correct,554.9999369,
W2,138,English,magpie,animal,2.995732,6,correct,567.9997622,
W2,140,English,shark,animal,5.880533,5,correct,542.9998263,
W2,142,English,leek,plant,3.332205,4,correct,579.9999399,
W2,145,English,butterfly,animal,5.214936,9,correct,569.9997943,
W2,146,English,bunny,animal,3.332205,5,correct,554.9999369,
W2,147,English,apple,plant,6.304449,5,correct,522.0002151,
W2,148,English,goat,animal,6.228511,4,NA,NA,
W2,149,English,camel,animal,6.109248,5,correct,590.0002732,
W2,151,English,elephant,animal,6.063785,8,correct,524.9998621,
W2,152,English,spider,animal,4.844187,6,correct,554.0001735,
W2,154,English,stork,animal,3.044522,5,correct,590.9999897,
W2,155,English,broccoli,plant,2.833213,8,correct,774.9999773,
W2,157,English,mouse,animal,5.805135,5,correct,875.0000994,
W2,159,English,apricot,plant,3.828641,7,correct,730.0003401,
W2,161,English,walnut,plant,4.49981,6,correct,623.9997701,
W2,162,English,almond,plant,4.204693,6,correct,529.9999965,
W2,163,English,olive,plant,5.587249,5,correct,496.0000363,
W2,165,English,beaver,animal,3.951244,6,correct,464.9998114,
W2,166,English,gherkin,plant,2.079442,7,correct,820.9999101,
W2,169,English,dolphin,animal,4.007333,7,correct,590.0002732,
W2,170,English,reindeer,animal,4.043051,8,correct,666.9999694,
W2,171,English,chicken,animal,6.59987,7,correct,485.0000529,
W2,174,English,beetroot,plant,3.555348,8,correct,617.9997173,
W2,175,English,pig,animal,6.660575,3,correct,502.9999144,
W2,176,English,pear,plant,4.727388,4,correct,490.9999373,
W2,179,English,whale,animal,5.298317,5,correct,640.9997071,
W2,183,English,cherry,plant,4.997212,6,NA,NA,
Z,24,Other,radish,plant,3.044522,6,correct,767.0001524,
Z,25,Other,leek,plant,3.332205,4,correct,555.9998364,
Z,28,Other,potato,plant,6.461468,6,correct,606.0000084,
Z,30,Other,squid,animal,3.970292,5,correct,640.9997071,
Z,31,Other,grape,plant,5.192957,5,correct,596.0001984,
Z,34,Other,paprika,plant,2.484907,7,incorrect,743.9999741,
Z,36,Other,monkey,animal,5.783825,6,correct,726.9996528,
Z,38,Other,cucumber,plant,4.454347,8,correct,888.9997906,
Z,39,Other,dolphin,animal,4.007333,7,correct,774.9999773,
Z,40,Other,bee,animal,5.700444,3,correct,578.9997235,
Z,49,Other,stork,animal,3.044522,5,correct,1225.999857,
Z,50,Other,elephant,animal,6.063785,8,correct,827.0002522,
Z,51,Other,camel,animal,6.109248,5,correct,822.9998348,
Z,52,Other,orange,plant,6.378426,6,correct,632.9997328,
Z,57,Other,moose,animal,2.70805,5,correct,739.9998622,
Z,59,Other,bat,animal,5.918894,3,correct,607.0001268,
Z,61,Other,butterfly,animal,5.214936,9,correct,783.000238,
Z,63,Other,goose,animal,5.267858,5,correct,670.9999081,
Z,64,Other,olive,plant,5.587249,5,correct,578.0000759,
Z,65,Other,banana,plant,5.023881,6,correct,573.9997725,
Z,70,Other,beetroot,plant,3.555348,8,correct,1146.999866,
Z,73,Other,pig,animal,6.660575,3,NA,NA,
Z,74,Other,apricot,plant,3.828641,7,correct,634.0000289,
Z,75,Other,lettuce,plant,4.812184,7,correct,795.9998521,
Z,77,Other,spider,animal,4.844187,6,correct,790.0000431,
Z,78,Other,mole,animal,4.60517,4,correct,809.9997994,
Z,79,Other,broccoli,plant,2.833213,8,correct,948.0004719,
Z,81,Other,carrot,plant,4.976734,6,correct,614.0000441,
Z,82,Other,mouse,animal,5.805135,5,correct,569.9997943,
Z,84,Other,almond,plant,4.204693,6,incorrect,888.0002282,
Z,86,Other,chicken,animal,6.59987,7,correct,625.9997677,
Z,87,Other,snake,animal,6.120297,5,correct,683.0000959,
Z,88,Other,fox,animal,5.652489,3,correct,540.9998491,
Z,89,Other,woodpecker,animal,2.890372,10,correct,997.9997242,
Z,91,Other,dog,animal,7.667626,3,correct,853.000386,
Z,96,Other,eagle,animal,5.117994,5,correct,670.9999081,
Z,101,Other,tortoise,animal,4.624973,8,incorrect,811.9997238,
Z,106,Other,whale,animal,5.298317,5,correct,699.0001802,
Z,110,Other,pear,plant,4.727388,4,correct,587.0001058,
Z,111,Other,hedgehog,animal,3.637586,8,correct,1130.0001,
Z,112,Other,reindeer,animal,4.043051,8,correct,936.9997355,
Z,117,Other,gull,animal,4.418841,4,correct,878.0003568,
Z,119,Other,crocodile,animal,4.615121,9,correct,956.0000831,
Z,123,Other,beaver,animal,3.951244,6,correct,714.0000269,
Z,125,Other,magpie,animal,2.995732,6,correct,1307.000374,
Z,129,Other,wasp,animal,4.682131,4,incorrect,1096.999495,
Z,131,Other,sheep,animal,6.577861,5,correct,672.9997781,
Z,132,Other,ant,animal,5.347108,3,correct,555.9998364,
Z,133,Other,walnut,plant,4.49981,6,incorrect,814.9999077,
Z,135,Other,vulture,animal,4.248495,7,correct,902.0004329,
Z,136,Other,asparagus,plant,3.663562,9,incorrect,854.9995991,
Z,138,Other,mustard,plant,4.442651,7,correct,749.9998451,
Z,139,Other,donkey,animal,5.541264,6,correct,705.9998323,
Z,141,Other,blueberry,plant,2.484907,9,NA,NA,
Z,144,Other,clove,plant,3.663562,5,correct,632.9997328,
Z,145,Other,gherkin,plant,2.079442,7,incorrect,997.0002293,
Z,146,Other,apple,plant,6.304449,5,correct,565.9999557,
Z,149,Other,bunny,animal,3.332205,5,correct,641.999805,
Z,151,Other,goat,animal,6.228511,4,correct,554.0001735,
Z,152,Other,peanut,plant,4.59512,6,correct,686.0002554,
Z,154,Other,kiwi,plant,3.044522,4,correct,699.0001802,
Z,157,Other,pineapple,plant,3.988984,9,correct,877.0000067,
Z,159,Other,lion,animal,6.098074,4,correct,594.9997587,
Z,161,Other,shark,animal,5.880533,5,correct,785.0002215,
Z,162,Other,blackberry,plant,4.060443,10,correct,726.9996528,
Z,163,Other,lemon,plant,5.631212,5,correct,625.9997677,
Z,165,Other,tomato,plant,5.545177,6,correct,558.000021,
Z,167,Other,strawberry,plant,4.75359,10,correct,661.0001059,
Z,168,Other,eggplant,plant,1.791759,8,correct,873.0003878,
Z,171,Other,cherry,plant,4.997212,6,correct,551.9999745,
Z,173,Other,melon,plant,4.127134,5,correct,684.0000563,
Z,175,Other,owl,animal,4.859812,3,correct,817.9997247,
Z,176,Other,cat,animal,7.086738,3,correct,520.000098,
Z,177,Other,mushroom,plant,5.537334,8,correct,780.999883,
Z,178,Other,swan,animal,4.962845,4,correct,668.9999598,
Z,179,Other,squirrel,animal,4.70953,8,correct,864.0001998,
Z,181,Other,avocado,plant,3.433987,7,correct,881.9999506,
Z,182,Other,frog,animal,5.129899,4,correct,501.9999399,
Z,185,Other,horse,animal,7.77191,5,correct,608.999837,
22,23,OTHER,dog,animal,7.667626,3,correct,541.339663,
22,25,OTHER,apricot,plant,3.828641,7,incorrect,517.7533226,
22,31,OTHER,beaver,animal,3.951244,6,correct,562.2041913,
22,32,OTHER,dolphin,animal,4.007333,7,correct,589.360618,
22,33,OTHER,walnut,plant,4.49981,6,correct,592.3664382,
22,36,OTHER,camel,animal,6.109248,5,correct,547.3578917,
22,39,OTHER,olive,plant,5.587249,5,NA,NA,
22,42,OTHER,whale,animal,5.298317,5,correct,427.1186758,
22,44,OTHER,donkey,animal,5.541264,6,correct,510.7424504,
22,45,OTHER,lettuce,plant,4.812184,7,correct,499.9360154,
22,46,OTHER,gull,animal,4.418841,4,correct,432.0799181,
22,50,OTHER,goat,animal,6.228511,4,correct,331.5696743,
22,53,OTHER,hedgehog,animal,3.637586,8,correct,455.8213215,
22,54,OTHER,spider,animal,4.844187,6,correct,492.8126783,
22,55,OTHER,squid,animal,3.970292,5,correct,432.5290471,
22,57,OTHER,mustard,plant,4.442651,7,correct,459.7413733,
22,59,OTHER,radish,plant,3.044522,6,correct,469.3369137,
22,63,OTHER,lemon,plant,5.631212,5,correct,508.2111037,
22,65,OTHER,chicken,animal,6.59987,7,correct,491.864302,
22,66,OTHER,lion,animal,6.098074,4,correct,931.7450585,
22,67,OTHER,paprika,plant,2.484907,7,correct,471.5216691,
22,68,OTHER,moose,animal,2.70805,5,correct,512.2036276,
22,71,OTHER,cherry,plant,4.997212,6,correct,504.361773,
22,72,OTHER,reindeer,animal,4.043051,8,incorrect,534.4791075,
22,73,OTHER,owl,animal,4.859812,3,correct,441.678004,
22,74,OTHER,asparagus,plant,3.663562,9,correct,537.7696872,
22,79,OTHER,mouse,animal,5.805135,5,correct,372.2512101,
22,83,OTHER,kiwi,plant,3.044522,4,correct,521.7438537,
22,84,OTHER,bee,animal,5.700444,3,correct,528.1050659,
22,85,OTHER,leek,plant,3.332205,4,correct,873.2438265,
22,87,OTHER,woodpecker,animal,2.890372,10,correct,527.6075058,
22,90,OTHER,shark,animal,5.880533,5,correct,487.8049105,
22,91,OTHER,vulture,animal,4.248495,7,correct,684.9504238,
22,92,OTHER,avocado,plant,3.433987,7,correct,382.2132325,
22,93,OTHER,crocodile,animal,4.615121,9,correct,355.2836035,
22,94,OTHER,frog,animal,5.129899,4,correct,410.454518,
22,95,OTHER,cucumber,plant,4.454347,8,correct,469.1308921,
22,99,OTHER,eagle,animal,5.117994,5,correct,424.1278301,
22,100,OTHER,tomato,plant,5.545177,6,correct,469.5111053,
22,101,OTHER,broccoli,plant,2.833213,8,correct,515.9545951,
22,103,OTHER,eggplant,plant,1.791759,8,correct,468.1814636,
22,105,OTHER,strawberry,plant,4.75359,10,correct,429.0208503,
22,107,OTHER,stork,animal,3.044522,5,correct,697.4429916,
22,108,OTHER,blackberry,plant,4.060443,10,correct,526.9180535,
22,110,OTHER,clove,plant,3.663562,5,correct,528.5780402,
22,111,OTHER,bunny,animal,3.332205,5,correct,467.7996615,
22,112,OTHER,horse,animal,7.77191,5,correct,386.3577008,
22,115,OTHER,mole,animal,4.60517,4,correct,641.0392002,
22,116,OTHER,ant,animal,5.347108,3,correct,466.6121365,
22,117,OTHER,goose,animal,5.267858,5,correct,381.8083644,
22,122,OTHER,pear,plant,4.727388,4,correct,502.3359113,
22,123,OTHER,snake,animal,6.120297,5,correct,461.3149408,
22,125,OTHER,bat,animal,5.918894,3,correct,485.2766039,
22,126,OTHER,wasp,animal,4.682131,4,correct,459.4712726,
22,134,OTHER,monkey,animal,5.783825,6,correct,548.4193188,
22,135,OTHER,banana,plant,5.023881,6,correct,519.4767293,
22,141,OTHER,potato,plant,6.461468,6,correct,462.3253485,
22,142,OTHER,carrot,plant,4.976734,6,correct,543.8372098,
22,143,OTHER,orange,plant,6.378426,6,correct,529.1371241,
22,146,OTHER,pineapple,plant,3.988984,9,correct,554.6695467,
22,148,OTHER,sheep,animal,6.577861,5,correct,479.8565324,
22,149,OTHER,melon,plant,4.127134,5,correct,483.645729,
22,150,OTHER,butterfly,animal,5.214936,9,correct,401.9673526,
22,152,OTHER,magpie,animal,2.995732,6,correct,521.1503868,
22,153,OTHER,blueberry,plant,2.484907,9,correct,438.6509515,
22,154,OTHER,peanut,plant,4.59512,6,correct,403.9481801,
22,156,OTHER,mushroom,plant,5.537334,8,correct,448.6217038,
22,159,OTHER,pig,animal,6.660575,3,correct,347.626198,
22,160,OTHER,squirrel,animal,4.70953,8,correct,671.6034369,
22,163,OTHER,elephant,animal,6.063785,8,correct,521.368566,
22,165,OTHER,swan,animal,4.962845,4,correct,688.9036256,
22,166,OTHER,gherkin,plant,2.079442,7,correct,817.6294032,
22,169,OTHER,tortoise,animal,4.624973,8,correct,652.1849119,
22,171,OTHER,beetroot,plant,3.555348,8,correct,477.3510538,
22,173,OTHER,almond,plant,4.204693,6,correct,559.411544,
22,174,OTHER,fox,animal,5.652489,3,correct,583.058045,
22,176,OTHER,grape,plant,5.192957,5,correct,491.7938902,
22,180,OTHER,cat,animal,7.086738,3,correct,524.6720919,
22,184,OTHER,apple,plant,6.304449,5,correct,504.4319761,
23,28,,strawberry,plant,4.75359,10,correct,648.7138386,
23,29,,crocodile,animal,4.615121,9,correct,537.1276835,
23,32,,cherry,plant,4.997212,6,correct,614.6004091,
23,34,,bunny,animal,3.332205,5,correct,612.542153,
23,35,,paprika,plant,2.484907,7,correct,829.0555519,
23,36,,lemon,plant,5.631212,5,correct,578.0099435,
23,40,,clove,plant,3.663562,5,correct,588.6272978,
23,41,,ant,animal,5.347108,3,correct,602.030589,
23,44,,pig,animal,6.660575,3,correct,550.7088491,
23,46,,shark,animal,5.880533,5,correct,579.7514495,
23,48,,kiwi,plant,3.044522,4,incorrect,554.9008894,
23,50,,owl,animal,4.859812,3,correct,677.2090792,
23,51,,avocado,plant,3.433987,7,incorrect,552.5253545,
23,52,,fox,animal,5.652489,3,correct,513.9088286,
23,55,,goat,animal,6.228511,4,correct,613.9945598,
23,56,,walnut,plant,4.49981,6,correct,532.6688985,
23,57,,tortoise,animal,4.624973,8,correct,667.5077594,
23,58,,goose,animal,5.267858,5,correct,574.9405683,
23,61,,eggplant,plant,1.791759,8,correct,591.9165599,
23,64,,moose,animal,2.70805,5,NA,NA,
23,65,,gull,animal,4.418841,4,correct,675.9696013,
23,67,,eagle,animal,5.117994,5,correct,536.5002878,
23,69,,stork,animal,3.044522,5,correct,535.2583457,
23,70,,blueberry,plant,2.484907,9,correct,607.1079463,
23,71,,squid,animal,3.970292,5,correct,529.4148071,
23,72,,asparagus,plant,3.663562,9,correct,596.9437437,
23,73,,carrot,plant,4.976734,6,correct,581.3004535,
23,74,,lettuce,plant,4.812184,7,correct,566.6640398,
23,75,,snake,animal,6.120297,5,correct,501.176801,
23,79,,hedgehog,animal,3.637586,8,correct,908.8993092,
23,80,,butterfly,animal,5.214936,9,correct,617.9697673,
23,82,,beaver,animal,3.951244,6,correct,521.74988,
23,83,,banana,plant,5.023881,6,correct,465.9888013,
23,85,,cat,animal,7.086738,3,correct,639.1487667,
23,89,,elephant,animal,6.063785,8,correct,555.0838375,
23,90,,peanut,plant,4.59512,6,correct,615.3976659,
23,93,,cucumber,plant,4.454347,8,correct,574.6183579,
23,96,,chicken,animal,6.59987,7,correct,572.6529144,
23,98,,mustard,plant,4.442651,7,correct,448.1432593,
23,100,,apple,plant,6.304449,5,correct,600.3369844,
23,105,,monkey,animal,5.783825,6,correct,497.3639723,
23,106,,melon,plant,4.127134,5,correct,562.6851959,
23,108,,leek,plant,3.332205,4,correct,546.3398892,
23,109,,camel,animal,6.109248,5,correct,519.3837302,
23,111,,woodpecker,animal,2.890372,10,correct,660.0587141,
23,115,,reindeer,animal,4.043051,8,correct,620.387289,
23,116,,donkey,animal,5.541264,6,correct,624.8945403,
23,120,,orange,plant,6.378426,6,correct,489.1675082,
23,122,,dolphin,animal,4.007333,7,correct,619.5847855,
23,124,,blackberry,plant,4.060443,10,incorrect,524.885942,
23,126,,mole,animal,4.60517,4,correct,675.652119,
23,185,,swan,animal,4.962845,4,correct,546.4505532,
24,23,ENGLISH,beaver,animal,3.951244,6,correct,886.2239385,
24,26,ENGLISH,hedgehog,animal,3.637586,8,correct,443.5204251,
24,27,ENGLISH,gull,animal,4.418841,4,correct,728.6982673,
24,30,ENGLISH,carrot,plant,4.976734,6,correct,542.8597421,
24,32,ENGLISH,clove,plant,3.663562,5,correct,605.9040342,
24,36,ENGLISH,mouse,animal,5.805135,5,correct,641.9793892,
24,38,ENGLISH,bunny,animal,3.332205,5,correct,969.5263648,
24,42,ENGLISH,pig,animal,6.660575,3,correct,534.7449319,
24,43,ENGLISH,ant,animal,5.347108,3,correct,540.9992844,
24,44,ENGLISH,eggplant,plant,1.791759,8,correct,554.2301113,
24,47,ENGLISH,gherkin,plant,2.079442,7,correct,435.8552354,
24,49,ENGLISH,wasp,animal,4.682131,4,correct,607.444046,
24,50,ENGLISH,fox,animal,5.652489,3,correct,480.605361,
24,52,ENGLISH,lemon,plant,5.631212,5,correct,461.1949949,
24,56,ENGLISH,owl,animal,4.859812,3,correct,593.5118213,
24,57,ENGLISH,dog,animal,7.667626,3,correct,480.8016311,
24,61,ENGLISH,shark,animal,5.880533,5,correct,606.8097475,
24,65,ENGLISH,apricot,plant,3.828641,7,correct,591.0687767,
24,67,ENGLISH,whale,animal,5.298317,5,correct,466.4734015,
24,69,ENGLISH,spider,animal,4.844187,6,correct,572.6666211,
24,70,ENGLISH,pear,plant,4.727388,4,correct,578.0869578,
24,72,ENGLISH,mushroom,plant,5.537334,8,correct,475.4178235,
24,75,ENGLISH,squirrel,animal,4.70953,8,correct,554.3449613,
24,77,ENGLISH,pineapple,plant,3.988984,9,correct,556.4881846,
24,79,ENGLISH,chicken,animal,6.59987,7,correct,479.5224066,
24,81,ENGLISH,goat,animal,6.228511,4,correct,491.8336675,
24,83,ENGLISH,crocodile,animal,4.615121,9,correct,467.0144228,
24,84,ENGLISH,horse,animal,7.77191,5,correct,606.2803319,
24,89,ENGLISH,tomato,plant,5.545177,6,correct,480.7063071,
24,93,ENGLISH,broccoli,plant,2.833213,8,correct,529.8707088,
24,97,ENGLISH,mole,animal,4.60517,4,correct,699.0644755,
24,98,ENGLISH,bat,animal,5.918894,3,correct,454.8748914,
24,99,ENGLISH,donkey,animal,5.541264,6,correct,417.0152537,
24,100,ENGLISH,mustard,plant,4.442651,7,correct,525.784382,
24,103,ENGLISH,squid,animal,3.970292,5,correct,606.7313662,
24,108,ENGLISH,frog,animal,5.129899,4,correct,470.6757128,
24,109,ENGLISH,dolphin,animal,4.007333,7,correct,488.4638868,
24,112,ENGLISH,reindeer,animal,4.043051,8,correct,470.7639068,
24,113,ENGLISH,lion,animal,6.098074,4,correct,395.7411072,
24,115,ENGLISH,potato,plant,6.461468,6,correct,480.2799332,
24,117,ENGLISH,eagle,animal,5.117994,5,correct,559.5761732,
24,118,ENGLISH,blackberry,plant,4.060443,10,correct,525.2452683,
24,120,ENGLISH,camel,animal,6.109248,5,correct,561.6208534,
24,121,ENGLISH,radish,plant,3.044522,6,correct,451.0429585,
24,122,ENGLISH,beetroot,plant,3.555348,8,correct,497.4784411,
24,123,ENGLISH,apple,plant,6.304449,5,correct,468.40542,
24,124,ENGLISH,grape,plant,5.192957,5,correct,454.7012617,
24,128,ENGLISH,cucumber,plant,4.454347,8,correct,540.6656179,
24,130,ENGLISH,cherry,plant,4.997212,6,correct,474.5269161,
24,131,ENGLISH,butterfly,animal,5.214936,9,correct,546.4280737,
24,133,ENGLISH,vulture,animal,4.248495,7,correct,497.1136379,
24,134,ENGLISH,walnut,plant,4.49981,6,correct,626.7898757,
24,137,ENGLISH,magpie,animal,2.995732,6,correct,739.2746121,
24,138,ENGLISH,strawberry,plant,4.75359,10,correct,523.5804245,
24,139,ENGLISH,banana,plant,5.023881,6,incorrect,445.3984715,
24,141,ENGLISH,elephant,animal,6.063785,8,correct,564.4516101,
24,144,ENGLISH,stork,animal,3.044522,5,correct,867.5352249,
24,147,ENGLISH,olive,plant,5.587249,5,correct,455.0387483,
24,152,ENGLISH,goose,animal,5.267858,5,correct,497.2880194,
24,154,ENGLISH,swan,animal,4.962845,4,correct,558.5944245,
24,156,ENGLISH,almond,plant,4.204693,6,correct,539.095941,
24,159,ENGLISH,asparagus,plant,3.663562,9,correct,413.2812817,
24,160,ENGLISH,leek,plant,3.332205,4,correct,498.0924432,
24,162,ENGLISH,orange,plant,6.378426,6,correct,417.7130455,
24,163,ENGLISH,woodpecker,animal,2.890372,10,correct,357.9263121,
24,166,ENGLISH,tortoise,animal,4.624973,8,correct,513.0558942,
24,168,ENGLISH,lettuce,plant,4.812184,7,correct,535.1156989,
24,169,ENGLISH,cat,animal,7.086738,3,correct,407.794177,
24,170,ENGLISH,sheep,animal,6.577861,5,correct,466.6591977,
24,172,ENGLISH,avocado,plant,3.433987,7,correct,540.2186013,
24,173,ENGLISH,kiwi,plant,3.044522,4,correct,484.0722296,
24,175,ENGLISH,melon,plant,4.127134,5,incorrect,506.2277309,
24,176,ENGLISH,snake,animal,6.120297,5,correct,487.4890694,
24,177,ENGLISH,moose,animal,2.70805,5,incorrect,491.2655831,
24,178,ENGLISH,monkey,animal,5.783825,6,correct,483.3239152,
24,179,ENGLISH,blueberry,plant,2.484907,9,correct,418.3897516,
24,180,ENGLISH,paprika,plant,2.484907,7,correct,561.9010061,
24,181,ENGLISH,peanut,plant,4.59512,6,correct,534.3025578,
24,182,ENGLISH,bee,animal,5.700444,3,correct,398.0020114,
27,24,ENGLISH,whale,animal,5.298317,5,correct,594.1352289,
27,25,ENGLISH,banana,plant,5.023881,6,correct,584.7932118,
27,26,ENGLISH,woodpecker,animal,2.890372,10,correct,712.2575084,
27,27,ENGLISH,shark,animal,5.880533,5,correct,595.0666651,
27,29,ENGLISH,hedgehog,animal,3.637586,8,correct,622.2527728,
27,30,ENGLISH,snake,animal,6.120297,5,correct,600.7306379,
27,31,ENGLISH,strawberry,plant,4.75359,10,correct,574.0679076,
27,32,ENGLISH,leek,plant,3.332205,4,correct,579.4282394,
27,34,ENGLISH,lemon,plant,5.631212,5,correct,585.9720957,
